Date,Time,ns1:sex,ns1:lat,lat,Latitudes,ns1:lon,lon,Longitudes
31-05-1921,04:30:00,M,445200N,445200,44.52,0135000E,135000,1.35
01-06-1921,12:00:00,F,405800N,405800,40.58,0740200W,740200,-7.402
03-06-1921,00:10:00,M,453200N,453200,45.32,1224000W,1224000,-2.24
04-06-1921,12:00:00,M,404200N,404200,40.42,0740000W,740000,-7.4
06-06-1921,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
07-06-1921,15:00:00,M,485200N,485200,48.52,0022000E,22000,0.22
09-06-1921,22:00:00,F,453100N,453100,45.31,0733400W,733400,-7.334
09-06-1921,06:00:00,F,445000N,445000,44.5,0003400W,3400,-0.034
09-06-1921,22:00:00,M,453100N,453100,45.31,0733400W,733400,-7.334
09-06-1921,05:30:00,M,430200N,430200,43.02,0875500W,875500,-8.755
10-06-1921,21:46:00,F,394000N,394000,39.4,0194200E,194200,1.942
10-06-1921,21:46:00,M,394000N,394000,39.4,0194200E,194200,1.942
11-06-1921,08:00:00,M,412800N,412800,41.28,0814700W,814700,-8.147
12-06-1921,07:30:00,M,362000N,362000,36.2,0940700W,940700,-9.407
15-06-1921,08:25:00,F,402600N,402600,40.26,0800000W,800000,-8
16-06-1921,06:40:00,M,342400N,342400,34.24,0821500W,821500,-8.215
21-06-1921,13:57:00,M,394500N,394500,39.45,0841100W,841100,-8.411
21-06-1921,06:15:00,F,472800N,472800,47.28,0945300W,945300,-9.453
21-06-1921,23:40:00,F,404200N,404200,40.42,0740000W,740000,-7.4
21-06-1921,06:15:00,M,472800N,472800,47.28,0945300W,945300,-9.453
21-06-1921,01:30:00,M,371400N,371400,37.14,0965900W,965900,-9.659
22-06-1921,19:07:00,M,415300N,415300,41.53,0881800W,881800,-8.818
22-06-1921,19:07:00,F,415300N,415300,41.53,0881800W,881800,-8.818
25-06-1921,23:00:00,F,513000N,513000,51.3,0001000W,1000,-0.01
25-06-1921,23:00:00,M,513000N,513000,51.3,0001000W,1000,-0.01
26-06-1921,00:40:00,M,471500N,471500,47.15,1222600W,1222600,-2.226
26-06-1921,06:00:00,M,485400N,485400,48.54,0021800E,21800,0.218
29-06-1921,20:00:00,F,515400N,515400,51.54,0082300E,82300,0.823
29-06-1921,18:00:00,M,453500N,453500,45.35,0051700E,51700,0.517
30-06-1921,00:41:00,M,422000N,422000,42.2,0830300W,830300,-8.303
04-07-1921,20:00:00,M,450300N,450300,45.03,0074000E,74000,0.74
04-07-1921,20:00:00,F,450300N,450300,45.03,0074000E,74000,0.74
06-07-1921,13:18:00,F,404600N,404600,40.46,0735900W,735900,-7.359
06-07-1921,13:18:00,M,404600N,404600,40.46,0735900W,735900,-7.359
08-07-1921,04:00:00,F,485200N,485200,48.52,0022000E,22000,0.22
08-07-1921,04:00:00,M,485200N,485200,48.52,0022000E,22000,0.22
10-07-1921,11:00:00,M,422000N,422000,42.2,0710700W,710700,-7.107
10-07-1921,15:00:00,M,364800N,364800,36.48,1181200W,1181200,-1.812
11-07-1921,03:30:00,F,421700N,421700,42.17,0711400W,711400,-7.114
14-07-1921,12:00:00,M,534300N,534300,53.43,0020459E,20459,0.204
15-07-1921,12:00:00,F,324330N,324330,32.43,0971914E,971914,9.719
16-07-1921,05:00:00,M,461000N,461000,46.1,0011000W,11000,-0.11
17-07-1921,12:00:00,M,373300N,373300,37.33,0772700W,772700,-7.727
17-07-1921,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
18-07-1921,16:00:00,M,400200N,400200,40.02,0813500W,813500,-8.135
18-07-1921,16:00:00,F,400200N,400200,40.02,0813500W,813500,-8.135
19-07-1921,12:00:00,M,404251N,404251,40.42,0740022E,740022,7.4
20-07-1921,22:40:00,F,404400N,404400,40.44,0741000W,741000,-7.41
20-07-1921,22:40:00,M,404400N,404400,40.44,0741000W,741000,-7.41
21-07-1921,19:00:00,M,460600N,460600,46.06,0132500E,132500,1.325
25-07-1921,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
26-07-1921,20:50:00,M,415100N,415100,41.51,0873900W,873900,-8.739
29-07-1921,21:00:00,M,374600N,374600,37.46,1222500W,1222500,-2.225
29-07-1921,21:00:00,F,374600N,374600,37.46,1222500W,1222500,-2.225
01-08-1921,01:45:00,F,361100N,361100,36.11,1150800W,1150800,-1.508
01-08-1921,01:45:00,M,361100N,361100,36.11,1150800W,1150800,-1.508
04-08-1921,02:30:00,M,453100N,453100,45.31,0733400W,733400,-7.334
08-08-1921,09:39:00,F,340300N,340300,34.03,1181500W,1181500,-1.815
08-08-1921,09:39:00,M,340300N,340300,34.03,1181500W,1181500,-1.815
11-08-1921,04:55:00,M,422600N,422600,42.26,0763000W,763000,-7.63
16-08-1921,01:11:00,M,394500N,394500,39.45,0751900W,751900,-7.519
18-08-1921,05:30:00,M,291200N,291200,29.12,0961600W,961600,-9.616
19-08-1921,01:35:00,M,314600N,314600,31.46,1062900W,1062900,-0.629
22-08-1921,06:50:00,F,381500N,381500,38.15,0854500W,854500,-8.545
25-08-1921,10:00:00,M,495300N,495300,49.53,0970900W,970900,-9.709
25-08-1921,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
26-08-1921,21:48:00,M,415059N,415059,41.5,0873900E,873900,8.739
26-08-1921,21:48:00,F,415100N,415100,41.51,0873900W,873900,-8.739
26-08-1921,21:48:00,M,415100N,415100,41.51,0873900W,873900,-8.739
01-09-1921,11:00:00,M,522200N,522200,52.22,0045400E,45400,0.454
03-09-1921,20:00:00,M,500700N,500700,50.07,0045800E,45800,0.458
03-09-1921,20:00:00,F,500700N,500700,50.07,0045800E,45800,0.458
05-09-1921,17:00:00,F,311200N,311200,31.12,0295400E,295400,2.954
05-09-1921,20:30:00,M,294600N,294600,29.46,0952200W,952200,-9.522
09-09-1921,11:30:00,F,403900N,403900,40.39,0893800W,893800,-8.938
11-09-1921,23:10:00,F,411900N,411900,41.19,0161700E,161700,1.617
12-09-1921,07:50:00,M,410600N,410600,41.06,0803900W,803900,-8.039
12-09-1921,19:00:00,M,464900N,464900,46.49,0014200E,14200,0.142
12-09-1921,07:50:00,F,410600N,410600,41.06,0803900W,803900,-8.039
14-09-1921,12:00:00,M,364700N,364700,36.47,0852200W,852200,-8.522
16-09-1921,23:45:00,M,434600N,434600,43.46,0882700W,882700,-8.827
21-09-1921,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
24-09-1921,19:40:00,M,395700N,395700,39.57,0750900W,750900,-7.509
25-09-1921,02:30:00,M,365200S,365200,-36.52,1744600E,1744600,17.446
26-09-1921,11:06:00,M,424600N,424600,42.46,0783700W,783700,-7.837
28-09-1921,13:43:00,M,533659N,533659,53.36,0214900E,214900,2.149
28-09-1921,03:00:00,M,411800S,411800,-41.18,1744700E,1744700,17.447
30-09-1921,07:40:00,F,560100N,560100,56.01,0044400W,44400,-0.444
30-09-1921,07:40:00,M,560100N,560100,56.01,0044400W,44400,-0.444
30-09-1921,07:00:00,M,394500N,394500,39.45,0841100W,841100,-8.411
01-10-1921,08:30:00,M,410200N,410200,41.02,0734600W,734600,-7.346
01-10-1921,16:54:21,M,484400N,484400,48.44,0060959E,60959,0.609
01-10-1921,16:54:00,M,475500N,475500,47.55,0034500E,34500,0.345
01-10-1921,08:30:00,F,410200N,410200,41.02,0734600W,734600,-7.346
07-10-1921,08:00:00,M,513000N,513000,51.3,0001000E,1000,0.01
07-10-1921,08:00:00,M,513000N,513000,51.3,0001000W,1000,-0.01
13-10-1921,23:59:00,M,435200N,435200,43.52,0104900E,104900,1.049
13-10-1921,23:59:00,F,435200N,435200,43.52,0104900E,104900,1.049
14-10-1921,11:45:00,M,403500N,403500,40.35,0893800W,893800,-8.938
14-10-1921,02:10:00,M,485300N,485300,48.53,0021600E,21600,0.216
18-10-1921,11:00:00,M,345900N,345900,34.59,0803300W,803300,-8.033
18-10-1921,11:00:00,F,345900N,345900,34.59,0803300W,803300,-8.033
19-10-1921,18:20:00,M,340900N,340900,34.09,1180900W,1180900,-1.809
19-10-1921,18:20:00,F,340900N,340900,34.09,1180900W,1180900,-1.809
20-10-1921,04:20:00,F,324200N,324200,32.42,1170900W,1170900,-1.709
21-10-1921,11:30:00,M,555400N,555400,55.54,0032700W,32700,-0.327
22-10-1921,18:00:00,M,432400N,432400,43.24,0034100E,34100,0.341
26-10-1921,14:55:00,F,445600N,445600,44.56,0930500W,930500,-9.305
26-10-1921,14:55:00,M,445600N,445600,44.56,0930500W,930500,-9.305
27-10-1921,00:20:00,F,414500N,414500,41.45,0940200W,940200,-9.402
27-10-1921,00:20:00,M,414500N,414500,41.45,0940200W,940200,-9.402
28-10-1921,04:40:00,M,410200N,410200,41.02,0833900W,833900,-8.339
29-10-1921,22:15:00,M,325800N,325800,32.58,1054900W,1054900,-0.549
03-11-1921,11:00:00,M,402200N,402200,40.22,0784500W,784500,-7.845
03-11-1921,07:30:00,F,394500N,394500,39.45,1045900W,1045900,-0.459
03-11-1921,11:00:00,F,402200N,402200,40.22,0784500W,784500,-7.845
09-11-1921,11:45:00,F,394500N,394500,39.45,1045900W,1045900,-0.459
12-11-1921,17:15:00,M,393700N,393700,39.37,0825000W,825000,-8.25
14-11-1921,02:00:00,M,404000N,404000,40.4,0740600W,740600,-7.406
14-11-1921,02:00:00,F,404000N,404000,40.4,0740600W,740600,-7.406
23-11-1921,13:00:00,M,450300N,450300,45.03,0074000E,74000,0.74
24-11-1921,07:00:00,M,404200N,404200,40.42,0740000W,740000,-7.4
26-11-1921,04:00:00,F,383800N,383800,38.38,0901200W,901200,-9.012
26-11-1921,11:00:00,F,410600N,410600,41.06,0803900W,803900,-8.039
26-11-1921,01:00:00,M,485300N,485300,48.53,0021600E,21600,0.216
28-11-1921,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
30-11-1921,07:10:00,M,304200N,304200,30.42,0880300W,880300,-8.803
30-11-1921,02:52:00,F,385400N,385400,38.54,0770200W,770200,-7.702
30-11-1921,02:52:00,M,385400N,385400,38.54,0770200W,770200,-7.702
04-12-1921,14:00:00,F,495300N,495300,49.53,0970900W,970900,-9.709
04-12-1921,14:00:00,M,495300N,495300,49.53,0970900W,970900,-9.709
04-12-1921,12:30:00,M,504400N,504400,50.44,0070500E,70500,0.705
06-12-1921,01:50:00,M,422200N,422200,42.22,0875100W,875100,-8.751
06-12-1921,01:50:00,F,422200N,422200,42.22,0875100W,875100,-8.751
06-12-1921,12:30:00,M,512800N,512800,51.28,0071300E,71300,0.713
10-12-1921,08:00:00,M,512300N,512300,51.23,0090100E,90100,0.901
14-12-1921,13:21:00,M,514400N,514400,51.44,0101100E,101100,1.011
14-12-1921,16:30:00,M,445100N,445100,44.51,0002900E,2900,0.029
18-12-1921,16:25:00,F,410600N,410600,41.06,0150000E,150000,1.5
18-12-1921,16:25:00,M,410600N,410600,41.06,0150000E,150000,1.5
20-12-1921,09:58:00,F,445800N,445800,44.58,0931500W,931500,-9.315
20-12-1921,09:58:00,M,445800N,445800,44.58,0931500W,931500,-9.315
21-12-1921,05:30:00,F,555700N,555700,55.57,0031300W,31300,-0.313
21-12-1921,05:30:00,M,555700N,555700,55.57,0031300W,31300,-0.313
26-12-1921,07:00:00,M,404300N,404300,40.43,0740000W,740000,-7.4
26-12-1921,07:00:00,F,404300N,404300,40.43,0740000W,740000,-7.4
28-12-1921,07:15:00,M,485200N,485200,48.52,0022000E,22000,0.22
30-12-1921,02:00:00,M,485500N,485500,48.55,0021500E,21500,0.215
02-01-1922,05:20:00,F,400600N,400600,40.06,0793500W,793500,-7.935
07-01-1922,09:00:00,F,431800N,431800,43.18,0052400E,52400,0.524
07-01-1922,12:00:00,F,592706N,592706,59.27,0300107E,300107,3.001
09-01-1922,12:00:00,F,301900N,301900,30.19,0780559E,780559,7.805
11-01-1922,00:17:00,F,404659N,404659,40.46,0762800E,762800,7.628
11-01-1922,00:17:00,F,404700N,404700,40.47,0762800W,762800,-7.628
11-01-1922,00:17:00,M,404700N,404700,40.47,0762800W,762800,-7.628
17-01-1922,18:38:00,F,415300N,415300,41.53,0874700W,874700,-8.747
17-01-1922,18:38:00,M,415300N,415300,41.53,0874700W,874700,-8.747
19-01-1922,00:20:00,M,352300N,352300,35.23,1190100W,1190100,-1.901
23-01-1922,09:32:00,M,415100N,415100,41.51,0873900W,873900,-8.739
23-01-1922,09:32:00,F,415100N,415100,41.51,0873900W,873900,-8.739
24-01-1922,15:30:00,M,492500N,492500,49.25,0025000E,25000,0.25
28-01-1922,23:00:00,F,400600N,400600,40.06,0881200W,881200,-8.812
28-01-1922,12:00:00,M,400637N,400637,40.06,0881225E,881225,8.812
30-01-1922,23:00:00,M,421900N,421900,42.19,0851100W,851100,-8.511
30-01-1922,23:00:00,F,421900N,421900,42.19,0851100W,851100,-8.511
09-02-1922,13:30:00,F,360600N,360600,36.06,0801500W,801500,-8.015
09-02-1922,13:30:00,M,360600N,360600,36.06,0801500W,801500,-8.015
09-02-1922,11:38:00,M,533300N,533300,53.33,0095900E,95900,0.959
14-02-1922,10:45:00,M,515400N,515400,51.54,0110200E,110200,1.102
15-02-1922,08:00:00,F,392800N,392800,39.28,0954400W,954400,-9.544
15-02-1922,20:55:00,F,421600N,421600,42.16,0890600W,890600,-8.906
15-02-1922,04:00:00,M,404000N,404000,40.4,0740700W,740700,-7.407
18-02-1922,03:00:00,F,362000N,362000,36.2,0932600W,932600,-9.326
18-02-1922,03:00:00,M,362000N,362000,36.2,0932600W,932600,-9.326
18-02-1922,09:15:00,F,465700N,465700,46.57,0072600E,72600,0.726
20-02-1922,09:27:00,M,205800N,205800,20.58,0754300W,754300,-7.543
27-02-1922,17:00:00,F,464200N,464200,46.42,1204600W,1204600,-2.046
01-03-1922,16:17:00,F,314600N,314600,31.46,0351400E,351400,3.514
01-03-1922,16:17:00,M,314600N,314600,31.46,0351400E,351400,3.514
01-03-1922,12:00:00,M,314559N,314559,31.45,0351400E,351400,3.514
03-03-1922,09:10:00,M,485200N,485200,48.52,0022000E,22000,0.22
03-03-1922,18:49:00,F,412200N,412200,41.22,0975800W,975800,-9.758
06-03-1922,02:15:00,M,473600N,473600,47.36,1222000W,1222000,-2.22
08-03-1922,04:30:00,F,351300N,351300,35.13,1015000W,1015000,-0.15
08-03-1922,04:30:00,M,351300N,351300,35.13,1015000W,1015000,-0.15
12-03-1922,17:00:00,F,423800N,423800,42.38,0711900W,711900,-7.119
12-03-1922,17:00:00,M,423800N,423800,42.38,0711900W,711900,-7.119
13-03-1922,23:00:00,M,375400N,375400,37.54,0855700W,855700,-8.557
14-03-1922,02:00:00,F,445900N,445900,44.59,0931600W,931600,-9.316
14-03-1922,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
23-03-1922,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
24-03-1922,12:00:00,M,433600N,433600,43.36,0012600E,12600,0.126
27-03-1922,09:25:00,M,374700N,374700,37.47,1222500W,1222500,-2.225
27-03-1922,09:25:00,F,374700N,374700,37.47,1222500W,1222500,-2.225
28-03-1922,01:00:00,F,354500N,354500,35.45,0952200W,952200,-9.522
28-03-1922,01:00:00,M,354500N,354500,35.45,0952200W,952200,-9.522
29-03-1922,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
31-03-1922,17:45:00,M,415200N,415200,41.52,0873900W,873900,-8.739
31-03-1922,21:30:00,M,420200N,420200,42.02,0874100W,874100,-8.741
31-03-1922,17:45:00,F,415200N,415200,41.52,0873900W,873900,-8.739
31-03-1922,10:00:00,M,413000N,413000,41.3,0825600W,825600,-8.256
03-04-1922,16:30:00,F,391000N,391000,39.1,0842700W,842700,-8.427
03-04-1922,16:30:00,M,391000N,391000,39.1,0842700W,842700,-8.427
05-04-1922,11:00:00,F,283900N,283900,28.39,0965400W,965400,-9.654
05-04-1922,11:00:00,M,283900N,283900,28.39,0965400W,965400,-9.654
07-04-1922,14:05:00,F,395600N,395600,39.56,0912300W,912300,-9.123
07-04-1922,07:00:00,M,505800N,505800,50.58,0110100E,110100,1.101
10-04-1922,20:50:00,F,404200N,404200,40.42,0740000W,740000,-7.4
11-04-1922,14:15:00,M,485300N,485300,48.53,0021900E,21900,0.219
15-04-1922,23:11:00,M,415100N,415100,41.51,0873900W,873900,-8.739
19-04-1922,02:00:00,M,474100N,474100,47.41,0114500E,114500,1.145
21-04-1922,02:30:00,M,483500N,483500,48.35,0074500E,74500,0.745
22-04-1922,21:30:00,M,312000N,312000,31.2,1105600W,1105600,-1.056
22-04-1922,21:30:00,F,312000N,312000,31.2,1105600W,1105600,-1.056
24-04-1922,21:00:00,F,450300N,450300,45.03,0074000E,74000,0.74
29-04-1922,22:00:00,M,505000N,505000,50.5,0042000E,42000,0.42
29-04-1922,22:00:00,F,505000N,505000,50.5,0042000E,42000,0.42
02-05-1922,23:00:00,F,473400N,473400,47.34,0990900W,990900,-9.909
03-05-1922,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
10-05-1922,20:10:00,F,395700N,395700,39.57,0751000W,751000,-7.51
10-05-1922,20:10:00,M,395700N,395700,39.57,0751000W,751000,-7.51
14-05-1922,07:00:00,M,395700N,395700,39.57,0751000W,751000,-7.51
15-05-1922,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
29-05-1922,12:00:00,M,445800N,445800,44.58,0931500W,931500,-9.315
30-05-1922,12:30:00,M,422300N,422300,42.23,0710600W,710600,-7.106
31-05-1922,12:00:00,M,393300N,393300,39.33,0950700W,950700,-9.507
01-06-1922,08:02:00,F,404700N,404700,40.47,0741400W,741400,-7.414
01-06-1922,06:30:00,M,504700N,504700,50.47,0060500E,60500,0.605
01-06-1922,08:02:00,M,404700N,404700,40.47,0741400W,741400,-7.414
10-06-1922,06:00:00,F,471400N,471400,47.14,0933200W,933200,-9.332
10-06-1922,06:00:00,M,471400N,471400,47.14,0933200W,933200,-9.332
12-06-1922,21:15:00,M,533259N,533259,53.32,0095900E,95900,0.959
12-06-1922,21:15:00,M,533300N,533300,53.33,0095900E,95900,0.959
13-06-1922,17:00:00,M,520500N,520500,52.05,0041900E,41900,0.419
15-06-1922,11:00:00,M,343000N,343000,34.3,1092200W,1092200,-0.922
15-06-1922,11:00:00,F,343000N,343000,34.3,1092200W,1092200,-0.922
16-06-1922,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
18-06-1922,13:50:00,M,415200N,415200,41.52,0873900W,873900,-8.739
19-06-1922,12:00:00,M,554000N,554000,55.4,0123459E,123459,1.234
19-06-1922,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
22-06-1922,06:20:00,M,410800N,410800,41.08,0850800W,850800,-8.508
22-06-1922,06:20:00,F,410800N,410800,41.08,0850800W,850800,-8.508
30-06-1922,14:55:00,M,325900N,325900,32.59,1104600W,1104600,-1.046
04-07-1922,09:00:00,M,481800N,481800,48.18,0875500W,875500,-8.755
12-07-1922,11:30:00,M,445500N,445500,44.55,1231800W,1231800,-2.318
15-07-1922,12:00:00,M,404251N,404251,40.42,0740022E,740022,7.4
19-07-1922,03:00:00,F,430000N,430000,43,0980400W,980400,-9.804
26-07-1922,02:18:00,M,415100N,415100,41.51,0873900W,873900,-8.739
26-07-1922,02:18:00,F,415100N,415100,41.51,0873900W,873900,-8.739
27-07-1922,16:30:00,M,381100N,381100,38.11,0153300E,153300,1.533
29-07-1922,12:00:00,M,373300N,373300,37.33,0772700W,772700,-7.727
02-08-1922,09:52:00,M,340300N,340300,34.03,1181400W,1181400,-1.814
03-08-1922,06:20:00,M,394400N,394400,39.44,1045900W,1045900,-0.459
05-08-1922,00:14:00,M,385400N,385400,38.54,0770200W,770200,-7.702
05-08-1922,00:14:00,F,385400N,385400,38.54,0770200W,770200,-7.702
08-08-1922,01:30:00,M,340400N,340400,34.04,1181500W,1181500,-1.815
08-08-1922,01:30:00,F,340400N,340400,34.04,1181500W,1181500,-1.815
12-08-1922,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
15-08-1922,12:00:00,F,523000N,523000,52.3,0132200E,132200,1.322
15-08-1922,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
16-08-1922,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
18-08-1922,07:30:00,M,482400N,482400,48.24,0042900W,42900,-0.429
19-08-1922,02:00:00,M,394500N,394500,39.45,1045900W,1045900,-0.459
21-08-1922,16:00:00,M,415200N,415200,41.52,0873900W,873900,-8.739
26-08-1922,12:00:00,M,405300N,405300,40.53,0735800W,735800,-7.358
29-08-1922,01:30:00,M,403800N,403800,40.38,0735600W,735600,-7.356
30-08-1922,15:00:00,M,404200N,404200,40.42,0740000W,740000,-7.4
01-09-1922,15:00:00,M,442500N,442500,44.25,0085700E,85700,0.857
01-09-1922,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
05-09-1922,02:00:00,F,344600N,344600,34.46,1060400W,1060400,-0.604
05-09-1922,02:00:00,M,344600N,344600,34.46,1060400W,1060400,-0.604
07-09-1922,11:15:00,F,504100N,504100,50.41,0015600W,15600,-0.156
07-09-1922,11:15:00,M,504100N,504100,50.41,0015600W,15600,-0.156
07-09-1922,15:20:00,M,485200N,485200,48.52,0022000E,22000,0.22
08-09-1922,12:00:00,M,405600N,405600,40.56,0735400W,735400,-7.354
08-09-1922,09:00:00,M,364300N,364300,36.43,0863500W,863500,-8.635
08-09-1922,23:30:00,M,555900N,555900,55.59,0031000W,31000,-0.31
09-09-1922,12:00:00,M,510900N,510900,51.09,0145900E,145900,1.459
12-09-1922,01:42:00,M,390400N,390400,39.04,0830100W,830100,-8.301
14-09-1922,01:15:00,M,502100N,502100,50.21,0073500E,73500,0.735
15-09-1922,12:35:00,M,340400N,340400,34.04,1181500W,1181500,-1.815
15-09-1922,12:35:00,F,340400N,340400,34.04,1181500W,1181500,-1.815
17-09-1922,14:55:00,M,412900N,412900,41.29,0814100W,814100,-8.141
21-09-1922,10:50:00,M,334700N,334700,33.47,1181100W,1181100,-1.811
22-09-1922,12:00:00,M,315100N,315100,31.51,1171659E,1171659,11.716
23-09-1922,09:47:00,F,340400N,340400,34.04,1181500W,1181500,-1.815
23-09-1922,09:47:00,M,340400N,340400,34.04,1181500W,1181500,-1.815
24-09-1922,02:56:00,M,445800N,445800,44.58,0931500W,931500,-9.315
26-09-1922,11:00:00,F,444700N,444700,44.47,1175000W,1175000,-1.75
30-09-1922,21:25:00,M,380300N,380300,38.03,0972100W,972100,-9.721
02-10-1922,16:25:00,F,365900N,365900,36.59,0841700W,841700,-8.417
02-10-1922,16:25:00,M,365900N,365900,36.59,0841700W,841700,-8.417
03-10-1922,02:08:00,F,390500N,390500,39.05,0943400W,943400,-9.434
03-10-1922,02:08:00,M,390500N,390500,39.05,0943400W,943400,-9.434
06-10-1922,04:00:00,M,360000N,360000,36,0785400W,785400,-7.854
06-10-1922,04:00:00,F,360000N,360000,36,0785400W,785400,-7.854
09-10-1922,11:49:00,M,444000N,444000,44.4,0901000W,901000,-9.01
09-10-1922,11:49:00,F,444000N,444000,44.4,0901000W,901000,-9.01
10-10-1922,23:55:00,F,383700N,383700,38.37,0900900W,900900,-9.009
15-10-1922,04:10:00,M,441100N,441100,44.11,0882800W,882800,-8.828
16-10-1922,05:30:00,M,533900N,533900,53.39,0014700W,14700,-0.147
16-10-1922,05:30:00,M,401800N,401800,40.18,0740000W,740000,-7.4
17-10-1922,15:55:00,M,490200N,490200,49.02,1035200W,1035200,-0.352
17-10-1922,17:55:00,M,490200N,490200,49.02,1035200W,1035200,-0.352
19-10-1922,22:18:00,F,334700N,334700,33.47,1181100W,1181100,-1.811
19-10-1922,22:18:00,M,334700N,334700,33.47,1181100W,1181100,-1.811
22-10-1922,20:00:00,M,415100N,415100,41.51,0873900W,873900,-8.739
27-10-1922,10:21:00,F,413000N,413000,41.3,0814200W,814200,-8.142
27-10-1922,10:21:00,M,413000N,413000,41.3,0814200W,814200,-8.142
09-11-1922,22:35:00,F,413000N,413000,41.3,0814200W,814200,-8.142
09-11-1922,22:35:00,M,413000N,413000,41.3,0814200W,814200,-8.142
11-11-1922,08:00:00,M,394600N,394600,39.46,0860900W,860900,-8.609
12-11-1922,10:48:00,F,421900N,421900,42.19,0830200W,830200,-8.302
12-11-1922,10:48:00,M,421900N,421900,42.19,0830200W,830200,-8.302
13-11-1922,12:45:00,F,422200N,422200,42.22,0710600W,710600,-7.106
13-11-1922,12:45:00,M,422200N,422200,42.22,0710600W,710600,-7.106
15-11-1922,04:30:00,M,452800N,452800,45.28,0091200E,91200,0.912
16-11-1922,12:00:00,M,384300N,384300,38.43,0090759E,90759,0.907
17-11-1922,12:00:00,M,422559N,422559,42.25,0784455E,784455,7.844
30-11-1922,00:20:00,M,555700N,555700,55.57,0031300W,31300,-0.313
30-11-1922,14:16:00,F,395700N,395700,39.57,0751000W,751000,-7.51
04-12-1922,14:00:00,M,433300N,433300,43.33,0070100E,70100,0.701
05-12-1922,08:45:00,M,555300N,555300,55.53,0041500W,41500,-0.415
06-12-1922,03:09:00,F,295800N,295800,29.58,0900400W,900400,-9.004
09-12-1922,01:12:00,F,383800N,383800,38.38,0901200W,901200,-9.012
09-12-1922,01:12:00,M,383800N,383800,38.38,0901200W,901200,-9.012
13-12-1922,12:20:00,M,511500N,511500,51.15,0153400E,153400,1.534
14-12-1922,12:00:00,M,520159N,520159,52.01,0394400E,394400,3.944
14-12-1922,04:30:00,M,424600N,424600,42.46,0110800E,110800,1.108
16-12-1922,03:04:00,F,295800N,295800,29.58,0900400W,900400,-9.004
16-12-1922,14:03:00,F,324400N,324400,32.44,0970600W,970600,-9.706
16-12-1922,06:00:00,M,555300N,555300,55.53,0041500W,41500,-0.415
16-12-1922,03:04:00,M,295800N,295800,29.58,0900400W,900400,-9.004
19-12-1922,08:00:00,M,532000N,532000,53.2,0061500W,61500,-0.615
22-12-1922,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
24-12-1922,19:10:00,F,352800N,352800,35.28,0781100W,781100,-7.811
24-12-1922,18:30:00,M,402600N,402600,40.26,1044200W,1044200,-0.442
24-12-1922,19:10:00,M,352800N,352800,35.28,0781100W,781100,-7.811
24-12-1922,19:10:00,M,353030N,353030,35.3,0782022E,782022,7.82
26-12-1922,18:18:00,F,480800N,480800,48.08,0113359E,113359,1.133
31-12-1922,23:55:00,M,513000N,513000,51.3,0001000W,1000,-0.01
31-12-1922,23:55:00,F,513000N,513000,51.3,0001000W,1000,-0.01
31-12-1922,07:45:00,F,374500N,374500,37.45,1221400W,1221400,-2.214
01-01-1923,17:30:00,F,452800N,452800,45.28,0091200E,91200,0.912
01-01-1923,02:04:00,F,404200N,404200,40.42,0740000W,740000,-7.4
01-01-1923,02:04:00,M,404200N,404200,40.42,0740000W,740000,-7.4
05-01-1923,13:00:00,M,404659N,404659,40.46,0734859E,734859,7.348
05-01-1923,13:00:00,F,404700N,404700,40.47,0734900W,734900,-7.349
05-01-1923,06:30:00,M,334000N,334000,33.4,0975000W,975000,-9.75
05-01-1923,06:30:00,F,334000N,334000,33.4,0975000W,975000,-9.75
05-01-1923,13:00:00,M,404700N,404700,40.47,0734900W,734900,-7.349
06-01-1923,23:00:00,M,441800N,441800,44.18,0001700E,1700,0.017
08-01-1923,15:48:00,M,415200N,415200,41.52,0873900W,873900,-8.739
18-01-1923,13:45:00,M,403400N,403400,40.34,0813000W,813000,-8.13
23-01-1923,10:00:00,M,290100N,290100,29.01,0805500W,805500,-8.055
25-01-1923,12:00:00,M,595159N,595159,59.51,0173759E,173759,1.737
26-01-1923,14:15:00,F,352300N,352300,35.23,0780000W,780000,-7.8
31-01-1923,09:05:00,M,401800N,401800,40.18,0740000W,740000,-7.4
02-02-1923,23:30:00,F,324400N,324400,32.44,0971900W,971900,-9.719
