Date,Time,ns1:sex,ns1:lat,lat,Latitudes,ns1:lon,lon,Longitudes
04-08-1964,04:04:00,F,430259N,430259,43.02,0424300E,424300,4.243
25-08-1964,21:56:00,M,422100N,422100,42.21,0710300W,710300,-7.103
26-08-1964,13:07:00,M,414200N,414200,41.42,0701800W,701800,-7.018
27-08-1964,08:31:00,M,433900N,433900,43.39,0792300W,792300,-7.923
27-08-1964,16:25:00,F,401300N,401300,40.13,0695000E,695000,6.95
02-09-1964,05:41:00,M,335300N,335300,33.53,0353000E,353000,3.53
05-09-1964,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
06-09-1964,16:20:00,M,255300N,255300,25.53,0973000W,973000,-9.73
14-09-1964,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
17-09-1964,21:43:00,M,402300N,402300,40.23,0495059E,495059,4.95
19-09-1964,21:23:00,M,331800N,331800,33.18,0834100W,834100,-8.341
20-09-1964,10:10:00,M,422100N,422100,42.21,0710300W,710300,-7.103
21-09-1964,01:00:00,M,533059N,533059,53.3,0492600E,492600,4.926
27-09-1964,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
29-09-1964,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
30-09-1964,14:30:00,F,432700N,432700,43.27,0121400E,121400,1.214
02-10-1964,09:48:00,M,552600N,552600,55.26,0373259E,373259,3.732
15-10-1964,12:57:00,F,225400S,225400,-22.54,0431400W,431400,-4.314
15-10-1964,02:19:00,F,413259N,413259,41.32,0450159E,450159,4.501
17-10-1964,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
17-10-1964,06:45:00,M,291200N,291200,29.12,0810100W,810100,-8.101
17-10-1964,19:17:00,F,543059N,543059,54.3,0370459E,370459,3.704
25-10-1964,01:15:00,M,333700N,333700,33.37,1175600W,1175600,-1.756
25-10-1964,01:15:00,F,333700N,333700,33.37,1175600W,1175600,-1.756
25-10-1964,13:30:00,M,485300N,485300,48.53,0021600E,21600,0.216
28-10-1964,21:01:00,M,340300N,340300,34.03,1181500W,1181500,-1.815
01-11-1964,01:23:00,M,533259N,533259,53.32,0083359E,83359,0.833
01-11-1964,09:43:00,M,420900N,420900,42.09,0414000E,414000,4.14
11-11-1964,09:06:00,F,421800N,421800,42.18,0893700W,893700,-8.937
16-11-1964,02:10:00,F,450300N,450300,45.03,0074000E,74000,0.74
16-11-1964,12:00:00,M,275700N,275700,27.57,0822800W,822800,-8.228
24-11-1964,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
01-12-1964,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
05-12-1964,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
08-12-1964,21:11:00,F,372700N,372700,37.27,1220900W,1220900,-2.209
08-12-1964,21:11:00,M,372700N,372700,37.27,1220900W,1220900,-2.209
16-12-1964,21:00:00,F,365200S,365200,-36.52,1744600E,1744600,17.446
18-12-1964,22:00:00,M,545800N,545800,54.58,0020600W,20600,-0.206
24-12-1964,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
04-01-1965,10:05:00,M,414300N,414300,41.43,0444859E,444859,4.448
05-01-1965,05:35:00,M,374600N,374600,37.46,1221400W,1221400,-2.214
08-01-1965,23:25:00,M,445100N,445100,44.51,0002900E,2900,0.029
11-01-1965,02:00:00,F,395700N,395700,39.57,0750900W,750900,-7.509
15-01-1965,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
17-01-1965,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
20-01-1965,06:20:00,M,373900N,373900,37.39,0844600W,844600,-8.446
20-01-1965,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
21-01-1965,10:35:00,F,431100N,431100,43.11,0762400E,762400,7.624
25-01-1965,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
27-01-1965,08:20:00,M,563700N,563700,56.37,0035400W,35400,-0.354
27-01-1965,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
27-01-1965,18:07:00,M,404300N,404300,40.43,0740000W,740000,-7.4
31-01-1965,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
01-02-1965,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
01-02-1965,18:25:00,M,434500N,434500,43.45,0072500E,72500,0.725
01-02-1965,05:48:00,M,374759N,374759,37.47,1221600E,1221600,12.216
01-02-1965,18:25:00,M,434500N,434500,43.45,0072459E,72459,0.724
02-02-1965,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
03-02-1965,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
05-02-1965,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
08-02-1965,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
09-02-1965,12:00:00,F,592706N,592706,59.27,0300107E,300107,3.001
10-02-1965,22:47:00,M,500000N,500000,50,0361500E,361500,3.615
16-02-1965,00:44:00,M,334600N,334600,33.46,1181100W,1181100,-1.811
17-02-1965,14:28:00,M,430059N,430059,43,0410159E,410159,4.101
18-02-1965,10:56:00,M,340300N,340300,34.03,1181500W,1181500,-1.815
18-02-1965,17:45:00,F,421659N,421659,42.16,0420359E,420359,4.203
22-02-1965,00:30:00,M,555700N,555700,55.57,0031300W,31300,-0.313
24-02-1965,16:45:00,M,430400N,430400,43.04,0892400W,892400,-8.924
25-02-1965,07:47:00,F,421500N,421500,42.15,0424000E,424000,4.24
25-02-1965,22:47:00,M,544400N,544400,54.44,0555600E,555600,5.556
26-02-1965,01:15:00,M,403700N,403700,40.37,0752900W,752900,-7.529
03-03-1965,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
05-03-1965,11:55:00,M,533300N,533300,53.33,0095900E,95900,0.959
06-03-1965,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
08-03-1965,00:41:26,F,595500N,595500,59.55,0301500E,301500,3.015
10-03-1965,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
19-03-1965,10:05:00,M,454800N,454800,45.48,0155800E,155800,1.558
23-03-1965,05:27:00,F,383500N,383500,38.35,1213000W,1213000,-2.13
23-03-1965,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
27-03-1965,18:30:00,M,485400N,485400,48.54,0084159E,84159,0.841
29-03-1965,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
01-04-1965,15:39:00,F,430059N,430059,43,0410159E,410159,4.101
02-04-1965,07:00:00,M,383500N,383500,38.35,1213000W,1213000,-2.13
03-04-1965,05:25:00,M,454759N,454759,45.47,0084800E,84800,0.848
04-04-1965,13:10:00,M,404600N,404600,40.46,0735900W,735900,-7.359
05-04-1965,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
06-04-1965,10:29:00,M,422200N,422200,42.22,0710400W,710400,-7.104
08-04-1965,03:42:00,M,340400N,340400,34.04,1181500W,1181500,-1.815
10-04-1965,08:55:00,F,650100N,650100,65.01,0252800E,252800,2.528
10-04-1965,08:55:00,M,650100N,650100,65.01,0252800E,252800,2.528
18-04-1965,02:29:00,M,371800N,371800,37.18,1202900W,1202900,-2.029
22-04-1965,00:30:00,M,463359N,463359,46.33,0031959E,31959,0.319
22-04-1965,00:30:00,M,463400N,463400,46.34,0032000E,32000,0.32
23-04-1965,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
24-04-1965,09:48:00,M,503459N,503459,50.34,1370200E,1370200,13.702
29-04-1965,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
29-04-1965,12:10:00,M,315700S,315700,-31.57,1155100E,1155100,11.551
30-04-1965,23:47:00,M,595700N,595700,59.57,0301759E,301759,3.017
02-05-1965,15:34:00,F,414300N,414300,41.43,0444859E,444859,4.448
03-05-1965,21:44:00,M,531200N,531200,53.12,0500900E,500900,5.009
04-05-1965,01:53:00,F,551959N,551959,55.19,0860500E,860500,8.605
04-05-1965,08:49:00,F,401100N,401100,40.11,0443000E,443000,4.43
14-05-1965,17:57:00,F,431959N,431959,43.19,0401500E,401500,4.015
17-05-1965,23:53:00,M,410000N,410000,41,0802100W,802100,-8.021
21-05-1965,22:14:00,F,422100N,422100,42.21,0710300W,710300,-7.103
22-05-1965,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
23-05-1965,10:35:00,M,434600N,434600,43.46,0111500E,111500,1.115
25-05-1965,16:59:00,M,423800N,423800,42.38,0414400E,414400,4.144
27-05-1965,12:21:00,M,374700N,374700,37.47,1222500W,1222500,-2.225
31-05-1965,13:45:00,F,404600N,404600,40.46,0735900W,735900,-7.359
31-05-1965,13:45:00,M,404600N,404600,40.46,0735900W,735900,-7.359
02-06-1965,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
10-06-1965,06:40:00,M,510459N,510459,51.04,0011500E,11500,0.115
15-06-1965,08:16:00,M,401100N,401100,40.11,1221400W,1221400,-2.214
18-06-1965,09:57:00,M,484400N,484400,48.44,0442500E,442500,4.425
26-06-1965,06:19:00,F,533800N,533800,53.38,0722000E,722000,7.22
06-07-1965,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
09-07-1965,10:39:00,M,571200N,571200,57.12,0415800E,415800,4.158
10-07-1965,07:10:00,M,393559N,393559,39.35,0195559E,195559,1.955
11-07-1965,15:24:00,M,570900N,570900,57.09,0653159E,653159,6.531
14-07-1965,03:40:00,F,554000N,554000,55.4,0123500E,123500,1.235
18-07-1965,15:16:00,F,414959N,414959,41.49,0414659E,414659,4.146
19-07-1965,12:41:00,M,571000N,571000,57.1,0020400W,20400,-0.204
04-08-1965,08:15:00,F,351700S,351700,-35.17,1490800E,1490800,14.908
04-08-1965,08:07:00,F,422600N,422600,42.26,0710400W,710400,-7.104
04-08-1965,23:46:00,F,421800N,421800,42.18,0710500W,710500,-7.105
05-08-1965,20:00:00,M,421900N,421900,42.19,0710700W,710700,-7.107
06-08-1965,18:20:00,M,445400N,445400,44.54,0063900E,63900,0.639
13-08-1965,14:26:00,F,520921N,520921,52.09,0361355E,361355,3.613
15-08-1965,17:25:00,M,412800N,412800,41.28,0444959E,444959,4.449
16-08-1965,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
17-08-1965,08:44:00,F,423800N,423800,42.38,0414400E,414400,4.144
19-08-1965,06:15:00,M,405400N,405400,40.54,0734600W,734600,-7.346
21-08-1965,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
22-08-1965,14:53:00,M,422100N,422100,42.21,0710300W,710300,-7.103
24-08-1965,12:00:00,F,420200N,420200,42.02,0874700W,874700,-8.747
26-08-1965,21:55:00,F,414300N,414300,41.43,0444859E,444859,4.448
01-09-1965,10:34:00,M,335300N,335300,33.53,1181300W,1181300,-1.813
03-09-1965,22:48:00,M,404300N,404300,40.43,0740000W,740000,-7.4
08-09-1965,07:21:00,M,421500N,421500,42.15,0424000E,424000,4.24
10-09-1965,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
12-09-1965,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
25-09-1965,05:11:00,F,434700N,434700,43.47,1230300W,1230300,-2.303
02-10-1965,08:17:00,F,563132N,563132,56.31,0960056E,960056,9.6
05-10-1965,12:00:00,F,592706N,592706,59.27,0300107E,300107,3.001
07-10-1965,23:06:00,M,421500N,421500,42.15,0714800W,714800,-7.148
08-10-1965,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
11-10-1965,14:43:00,M,301400N,301400,30.14,0931300W,931300,-9.313
13-10-1965,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
17-10-1965,13:20:00,F,500000N,500000,50,0361500E,361500,3.615
18-10-1965,20:13:00,M,580159N,580159,58.01,0644800E,644800,6.448
19-10-1965,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
22-10-1965,03:57:00,M,562800N,562800,56.28,0030000W,30000,-0.3
23-10-1965,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
23-10-1965,06:00:00,F,402600N,402600,40.26,0795900W,795900,-7.959
25-10-1965,19:15:00,F,374900S,374900,-37.49,1450000E,1450000,14.5
26-10-1965,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
29-10-1965,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
03-11-1965,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
04-11-1965,02:53:00,F,414300N,414300,41.43,0444859E,444859,4.448
05-11-1965,15:45:00,M,562800N,562800,56.28,0030000W,30000,-0.3
17-11-1965,08:10:00,M,422300N,422300,42.23,0710600W,710600,-7.106
19-11-1965,18:00:00,M,440800N,440800,44.08,0040500E,40500,0.405
21-11-1965,07:50:00,M,640900N,640900,64.09,0215100E,215100,2.151
28-11-1965,22:17:00,M,372200N,372200,37.22,1182400W,1182400,-1.824
28-11-1965,09:07:00,F,500000N,500000,50,0361500E,361500,3.615
30-11-1965,17:35:00,M,404300N,404300,40.43,0740000W,740000,-7.4
01-12-1965,14:19:00,M,554659N,554659,55.46,0382800E,382800,3.828
02-12-1965,15:40:00,F,452700N,452700,45.27,0110000E,110000,1.1
02-12-1965,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
05-12-1965,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
11-12-1965,12:26:00,F,551000N,551000,55.1,0594000E,594000,5.94
15-12-1965,00:30:00,M,595700N,595700,59.57,0301759E,301759,3.017
24-12-1965,23:20:00,M,450900N,450900,45.09,0104800E,104800,1.048
24-12-1965,14:24:00,F,414300N,414300,41.43,0444859E,444859,4.448
30-12-1965,09:05:00,F,340300N,340300,34.03,1181500W,1181500,-1.815
30-12-1965,09:05:00,M,340300N,340300,34.03,1181500W,1181500,-1.815
01-01-1966,11:15:00,M,430212N,430212,43.02,0454351E,454351,4.543
02-01-1966,16:57:00,M,414300N,414300,41.43,0444859E,444859,4.448
03-01-1966,12:05:00,M,600800N,600800,60.08,0644800E,644800,6.448
06-01-1966,17:42:00,M,475800N,475800,47.58,1221200W,1221200,-2.212
11-01-1966,15:35:00,M,414300N,414300,41.43,0444859E,444859,4.448
13-01-1966,12:00:00,M,440600N,440600,44.06,0701300W,701300,-7.013
14-01-1966,16:09:00,F,533059N,533059,53.3,0492600E,492600,4.926
15-01-1966,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
17-01-1966,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
18-01-1966,23:22:00,F,414300N,414300,41.43,0444859E,444859,4.448
18-01-1966,14:26:00,F,332700S,332700,-33.27,0704000W,704000,-7.04
22-01-1966,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
23-01-1966,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
24-01-1966,13:04:02,M,595700N,595700,59.57,0301759E,301759,3.017
25-01-1966,15:20:00,M,503100N,503100,50.31,0062800E,62800,0.628
26-01-1966,19:49:00,F,414300N,414300,41.43,0444859E,444859,4.448
01-02-1966,21:11:00,M,465800N,465800,46.58,1424159E,1424159,14.241
03-02-1966,02:43:00,F,590359N,590359,59.03,0313700E,313700,3.137
07-02-1966,10:00:00,M,332700N,332700,33.27,0793400W,793400,-7.934
07-02-1966,10:00:00,F,332700N,332700,33.27,0793400W,793400,-7.934
09-02-1966,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
11-02-1966,10:15:00,M,340900N,340900,34.09,1181500W,1181500,-1.815
18-02-1966,07:48:00,M,545500N,545500,54.55,0711600E,711600,7.116
19-02-1966,07:28:00,M,422200N,422200,42.22,0710400W,710400,-7.104
20-02-1966,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
20-02-1966,12:56:00,M,415545N,415545,41.55,0884500E,884500,8.845
23-02-1966,00:44:00,M,340100N,340100,34.01,1182900W,1182900,-1.829
23-02-1966,12:00:00,M,323100N,323100,32.31,0934500W,934500,-9.345
26-02-1966,19:41:00,F,341100N,341100,34.11,1181800W,1181800,-1.818
01-03-1966,10:45:00,F,403500N,403500,40.35,0740900W,740900,-7.409
09-03-1966,08:35:00,M,422100N,422100,42.21,0710300W,710300,-7.103
09-03-1966,15:36:00,M,405400N,405400,40.54,0740100W,740100,-7.401
09-03-1966,08:35:00,F,422100N,422100,42.21,0710300W,710300,-7.103
16-03-1966,12:00:00,M,332500N,332500,33.25,1114900W,1114900,-1.149
17-03-1966,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
21-03-1966,19:37:00,F,414300N,414300,41.43,0444859E,444859,4.448
22-03-1966,19:57:00,F,340300N,340300,34.03,1181500W,1181500,-1.815
25-03-1966,07:28:00,M,422800N,422800,42.28,0712100W,712100,-7.121
25-03-1966,07:28:00,F,422800N,422800,42.28,0712100W,712100,-7.121
02-04-1966,00:42:00,M,414900N,414900,41.49,0722800W,722800,-7.228
02-04-1966,12:00:00,F,592706N,592706,59.27,0300107E,300107,3.001
04-04-1966,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
07-04-1966,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
08-04-1966,12:00:00,F,592706N,592706,59.27,0300107E,300107,3.001
11-04-1966,12:15:00,M,505600N,505600,50.56,0065859E,65859,0.658
14-04-1966,18:15:00,M,312800N,312800,31.28,1002600W,1002600,-0.026
14-04-1966,18:15:00,F,312800N,312800,31.28,1002600W,1002600,-0.026
15-04-1966,06:00:00,M,513000N,513000,51.3,0001000W,1000,-0.01
15-04-1966,06:00:00,M,513000N,513000,51.3,0001000E,1000,0.01
19-04-1966,12:59:00,F,553700N,553700,55.37,0044000W,44000,-0.44
21-04-1966,11:20:00,M,374800N,374800,37.48,1221600W,1221600,-2.216
22-04-1966,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
30-04-1966,03:49:00,M,425500N,425500,42.55,0751800E,751800,7.518
03-05-1966,11:06:00,M,413800N,413800,41.38,0413800E,413800,4.138
05-05-1966,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
11-05-1966,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
12-05-1966,02:07:00,M,422100N,422100,42.21,0710300W,710300,-7.103
12-05-1966,02:07:00,F,422100N,422100,42.21,0710300W,710300,-7.103
15-05-1966,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
24-05-1966,00:30:00,M,431800N,431800,43.18,0052400E,52400,0.524
24-05-1966,00:30:00,M,431759N,431759,43.17,0052400E,52400,0.524
26-05-1966,03:00:00,M,291200S,291200,-29.12,0260700E,260700,2.607
02-06-1966,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
03-06-1966,02:56:00,F,430059N,430059,43,0410159E,410159,4.101
09-06-1966,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
21-06-1966,12:00:00,M,451200N,451200,45.12,0932300W,932300,-9.323
30-06-1966,09:40:24,M,421300N,421300,42.13,0735200W,735200,-7.352
30-06-1966,09:20:00,M,414300N,414300,41.43,0444859E,444859,4.448
06-07-1966,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
06-07-1966,05:19:00,M,431959N,431959,43.19,0454200E,454200,4.542
07-07-1966,06:46:00,M,422100N,422100,42.21,0710300W,710300,-7.103
11-07-1966,05:00:00,M,345000N,345000,34.5,0000900E,900,0.009
15-07-1966,08:30:00,F,485200N,485200,48.52,0021400E,21400,0.214
17-07-1966,13:00:00,M,394600N,394600,39.46,0841200W,841200,-8.412
19-07-1966,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
23-07-1966,14:17:00,F,340400N,340400,34.04,1181500W,1181500,-1.815
23-07-1966,14:17:00,M,340400N,340400,34.04,1181500W,1181500,-1.815
29-07-1966,15:13:00,M,522500N,522500,52.25,0310000E,310000,3.1
02-08-1966,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
13-08-1966,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
13-08-1966,02:42:00,M,401200N,401200,40.12,0464759E,464759,4.647
14-08-1966,23:59:00,F,413000N,413000,41.3,0814200W,814200,-8.142
14-08-1966,23:59:00,M,413000N,413000,41.3,0814200W,814200,-8.142
14-08-1966,21:40:00,M,485000N,485000,48.5,0021500E,21500,0.215
14-08-1966,21:40:00,M,484959N,484959,48.49,0021500E,21500,0.215
19-08-1966,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
21-08-1966,20:36:00,F,373400N,373400,37.34,1221900W,1221900,-2.219
24-08-1966,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
25-08-1966,11:15:00,M,404500N,404500,40.45,0143000E,143000,1.43
27-08-1966,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
10-09-1966,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
11-09-1966,23:40:00,M,345800N,345800,34.58,1382300E,1382300,13.823
19-09-1966,12:00:00,M,282100N,282100,28.21,0804200W,804200,-8.042
26-09-1966,12:00:00,M,405100N,405100,40.51,0740700W,740700,-7.407
28-09-1966,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
01-10-1966,10:00:00,M,415400N,415400,41.54,0122900E,122900,1.229
02-10-1966,21:54:00,M,350000N,350000,35,1190000W,1190000,-1.9
03-10-1966,18:12:00,M,415400N,415400,41.54,0875600W,875600,-8.756
03-10-1966,18:12:00,F,415400N,415400,41.54,0875600W,875600,-8.756
07-10-1966,18:30:00,M,340600N,340600,34.06,1182000W,1182000,-1.82
07-10-1966,10:28:00,M,554100N,554100,55.41,0375300E,375300,3.753
10-10-1966,08:30:00,M,554859N,554859,55.48,0490800E,490800,4.908
12-10-1966,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
21-10-1966,17:00:19,F,595500N,595500,59.55,0301500E,301500,3.015
24-10-1966,23:30:00,M,422100N,422100,42.21,0710300W,710300,-7.103
27-10-1966,09:00:00,M,421500N,421500,42.15,0710400W,710400,-7.104
27-10-1966,09:00:00,F,421500N,421500,42.15,0710400W,710400,-7.104
28-10-1966,11:45:00,M,404300N,404300,40.43,0735200W,735200,-7.352
28-10-1966,11:45:00,F,404300N,404300,40.43,0735200W,735200,-7.352
11-11-1966,10:45:00,F,413800N,413800,41.38,0413800E,413800,4.138
17-11-1966,02:30:00,F,485200N,485200,48.52,0022000E,22000,0.22
17-11-1966,22:49:00,M,340300N,340300,34.03,1181500W,1181500,-1.815
17-11-1966,02:30:00,M,485159N,485159,48.51,0021959E,21959,0.219
18-11-1966,09:15:00,M,430200N,430200,43.02,0875400W,875400,-8.754
21-11-1966,10:05:00,M,340400N,340400,34.04,1175600W,1175600,-1.756
21-11-1966,10:05:00,M,340359N,340359,34.03,1175600E,1175600,11.756
23-11-1966,22:30:00,M,485200N,485200,48.52,0022000E,22000,0.22
23-11-1966,22:30:00,M,485159N,485159,48.51,0021959E,21959,0.219
27-11-1966,03:00:00,F,374800N,374800,37.48,1221600W,1221600,-2.216
27-11-1966,03:00:00,M,374800N,374800,37.48,1221600W,1221600,-2.216
27-11-1966,17:41:00,M,422200N,422200,42.22,0710400W,710400,-7.104
28-11-1966,12:12:00,M,404200N,404200,40.42,0740000W,740000,-7.4
01-12-1966,17:54:00,M,445700N,445700,44.57,0930600W,930600,-9.306
05-12-1966,10:25:00,M,491100N,491100,49.11,0065400E,65400,0.654
10-12-1966,19:04:00,M,414300N,414300,41.43,0444859E,444859,4.448
11-12-1966,20:42:00,M,592200N,592200,59.22,0163000E,163000,1.63
14-12-1966,19:00:00,F,335200S,335200,-33.52,1511300E,1511300,15.113
19-12-1966,10:30:00,M,442900N,442900,44.29,0112000E,112000,1.12
19-12-1966,12:37:00,M,394600N,394600,39.46,0860900W,860900,-8.609
21-12-1966,09:00:00,M,513100N,513100,51.31,0000900W,900,-0.009
21-12-1966,09:00:00,F,513100N,513100,51.31,0000900W,900,-0.009
21-12-1966,09:03:00,M,533400N,533400,53.34,0023800W,23800,-0.238
22-12-1966,15:40:00,M,452800N,452800,45.28,0091200E,91200,0.912
23-12-1966,18:50:00,F,225400S,225400,-22.54,0470500W,470500,-4.705
23-12-1966,18:50:00,M,225400S,225400,-22.54,0470500W,470500,-4.705
29-12-1966,14:58:00,M,404600N,404600,40.46,0735900W,735900,-7.359
05-01-1967,18:27:00,M,480800N,480800,48.08,0113359E,113359,1.133
16-01-1967,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
25-01-1967,12:30:00,M,431300N,431300,43.13,0063500E,63500,0.635
03-02-1967,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
06-02-1967,21:57:00,F,414300N,414300,41.43,0444859E,444859,4.448
10-02-1967,07:48:00,F,340100N,340100,34.01,1182900W,1182900,-1.829
12-02-1967,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
13-02-1967,15:24:00,M,414300N,414300,41.43,0444859E,444859,4.448
20-02-1967,19:20:00,M,465900N,465900,46.59,1234900W,1234900,-2.349
20-02-1967,19:20:00,M,465831N,465831,46.58,1234852E,1234852,12.348
03-03-1967,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
04-03-1967,21:59:00,F,422800N,422800,42.28,0710600W,710600,-7.106
04-03-1967,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
06-03-1967,22:15:00,M,343600S,343600,-34.36,0582700W,582700,-5.827
11-03-1967,17:25:00,M,555300N,555300,55.53,0041500W,41500,-0.415
11-03-1967,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
11-03-1967,17:25:00,F,555300N,555300,55.53,0041500W,41500,-0.415
13-03-1967,04:15:00,F,433900N,433900,43.39,0792300W,792300,-7.923
17-03-1967,17:41:00,M,415100N,415100,41.51,0873900W,873900,-8.739
22-03-1967,00:10:00,M,435000N,435000,43.5,0102900E,102900,1.029
23-03-1967,10:00:00,M,425300N,425300,42.53,0785300W,785300,-7.853
27-03-1967,05:45:00,M,412300N,412300,41.23,0021100E,21100,0.211
31-03-1967,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
31-03-1967,15:15:00,F,583800N,583800,58.38,0494200E,494200,4.942
08-04-1967,14:30:00,M,485300N,485300,48.53,0021600E,21600,0.216
12-04-1967,21:35:00,M,485000N,485000,48.5,0021500E,21500,0.215
13-04-1967,08:47:00,M,422200N,422200,42.22,0710400W,710400,-7.104
13-04-1967,08:47:00,M,422130N,422130,42.21,0710337E,710337,7.103
23-04-1967,12:00:00,F,410500N,410500,41.05,0813100W,813100,-8.131
27-04-1967,19:57:00,M,520600N,520600,52.06,0050700E,50700,0.507
17-05-1967,00:15:00,M,420800N,420800,42.08,0723600W,723600,-7.236
18-05-1967,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
19-05-1967,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
20-05-1967,21:06:00,M,375800N,375800,37.58,0234300E,234300,2.343
23-05-1967,12:54:00,M,414300N,414300,41.43,0444859E,444859,4.448
01-06-1967,14:04:00,F,420059N,420059,42,0421500E,421500,4.215
03-06-1967,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
03-06-1967,15:46:00,M,404300N,404300,40.43,0740000W,740000,-7.4
03-06-1967,15:46:00,F,404300N,404300,40.43,0740000W,740000,-7.4
06-06-1967,12:30:00,F,452800N,452800,45.28,0091200E,91200,0.912
07-06-1967,12:31:00,F,340100N,340100,34.01,1182900W,1182900,-1.829
07-06-1967,12:31:00,M,340100N,340100,34.01,1182900W,1182900,-1.829
09-06-1967,22:00:00,M,513000N,513000,51.3,0001000W,1000,-0.01
11-06-1967,12:00:00,M,595703N,595703,59.57,0301917E,301917,3.019
14-06-1967,22:21:00,M,595700N,595700,59.57,0301759E,301759,3.017
20-06-1967,15:15:00,F,211800N,211800,21.18,1575200W,1575200,-5.752
20-06-1967,15:15:00,M,211759N,211759,21.17,1575100E,1575100,15.751
21-06-1967,08:30:00,M,485200N,485200,48.52,0022000E,22000,0.22
